tailNum,year,carrier,model,aircraftType,engineType,manufacturer
N17108,2002,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14105,2002,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13997,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13979,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13989,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N764US,2000,US,A319-112,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N401UA,1993,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N36915,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N27962,1999,XE,EMB-145,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N13903,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N16911,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N4YPAA,NULL,AA,,,,
N235WN,2006,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N573AA,1991,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N220WN,2005,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N48901,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N16987,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N791UA,1997,UA,777-222,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N733UW,2000,US,A319-112,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N923WN,NULL,WN,NULL,NULL,NULL,NULL
N15555,NULL,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14974,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N422AA,1986,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N17138,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N217JC,2005,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N21144,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N076AA,NULL,AA,,,,
N069AA,NULL,AA,,,,
N081AA,NULL,AA,,,,
N922DL,1988,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N14542,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14904,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N944UW,2006,US,ERJ 190-100 IGW,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N16999,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14143,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N063AA,NULL,AA,,,,
N21537,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14977,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12922,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N248WN,2006,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N5CMAA,NULL,AA,,,,
N940DL,1989,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N965DL,1990,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N5DSAA,NULL,AA,,,,
N913DE,1993,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N911DE,1992,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N910DE,1992,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS CORPORATION
N915DE,1993,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N914DE,1993,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N5DPAA,NULL,AA,,,,
N607SW,1995,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N080AA,NULL,AA,,,,
N908DE,1992,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Jet,MCDONNELL DOUGLAS CORPORATION
N177US,NULL,US,A321-211,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N444UA,1998,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N484UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N414UA,1994,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N495UA,2002,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N440UA,1997,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N36272,2001,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N481UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N476UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N497UA,2002,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N441UA,1997,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N489UA,2002,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N477UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N452UA,1999,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N469UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N483UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N475UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N445UA,1998,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N447UA,1998,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N492UA,2002,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N449UA,1998,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N442UA,1998,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N491UA,2002,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N457UA,1999,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N459UA,2000,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N490UA,2002,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N451UA,1998,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N408UA,1994,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N472UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N768US,2000,US,A319-112,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N446UA,1998,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N467UA,2000,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N482UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N488UA,2002,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N765US,2000,US,A319-112,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N480UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N407UA,1994,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N604DL,1984,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N439UA,1997,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N479UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N493UA,2002,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N458UA,2000,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N908DL,1987,DL,MD-88,Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS AIRCRAFT CO
N4XYAA,NULL,AA,,,,
N486UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N651SW,1997,WN,737-3H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N487UA,2002,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N219WN,2005,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N1402A,1993,DL,767-332,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N626AA,1990,AA,757-223,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N474UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N770UW,2000,US,A319-112,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N3771K,2002,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N38727,1999,CO,737-724,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N485UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N496UA,2002,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N473UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N494UA,2002,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Fan,AIRBUS
N465UA,2000,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N3AYAA,NULL,AA,,,,
N27734,1999,CO,737-724,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N506AU,1987,US,737-3B7,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N7CCAA,NULL,AA,,,,
N87513,NULL,CO,NULL,NULL,NULL,NULL
N201UU,1995,US,757-2B7,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N406UA,1994,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N76265,2001,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N754UW,2000,US,A319-112,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N27205,2000,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N927UW,1993,US,757-2B7,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N471UA,2001,UA,A320-232,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N79279,2003,CO,737-824,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N493AA,1989,AA,DC-9-82(MD-82),Fixed Wing Multi-Engine,Turbo-Fan,MCDONNELL DOUGLAS
N373DA,1998,DL,737-832,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N602DL,1984,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N760US,2000,US,A319-112,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N705TW,1997,DL,757-231,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N680DA,1992,DL,757-232,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N246AY,1987,US,767-201,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N430US,1989,US,737-4B7,Fixed Wing Multi-Engine,Turbo-Jet,BOEING
N077AA,NULL,AA,,,,
N083AA,NULL,AA,,,,
N711HK,1998,WN,737-7H4,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N387AA,NULL,AA,,,,
N359AA,1988,AA,767-323,Fixed Wing Multi-Engine,Turbo-Fan,BOEING
N29917,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14162,2004,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11137,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N17928,1996,XE,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N16944,1998,XE,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N13988,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11176,2004,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N34110,2002,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N18557,NULL,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13978,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12122,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N18114,2002,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12172,2004,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11140,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N17115,2002,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13123,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14188,2005,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12195,2005,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12135,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N21130,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N16927,1996,XE,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N12136,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12540,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14117,2002,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14959,1998,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14937,1997,XE,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N751UW,2000,US,A319-112,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N16951,1998,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12126,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11113,2002,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11548,2002,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14204,2006,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N10156,2004,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N700UW,1998,US,A319-112,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N14902,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N26549,2002,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11109,2002,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N15985,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13913,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14933,1997,XE,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N13995,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N27190,2005,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N16151,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11199,2006,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14991,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13936,1997,XE,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N26141,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14543,2002,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13990,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12552,2002,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N21154,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11192,2005,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N16149,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N17159,2004,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N16571,2002,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12142,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14203,2006,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14905,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14993,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14573,2002,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N21197,2006,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12957,1998,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N33182,2005,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12145,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N23139,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14148,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14180,2005,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11184,2005,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14198,2006,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12967,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N15986,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N18101,2002,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N18120,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14923,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13124,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N16976,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N15574,NULL,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12160,2004,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N24103,2002,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13956,1998,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14940,1997,XE,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N14950,1998,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11155,2004,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14916,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N26545,2002,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14960,1998,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13914,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11121,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11551,2002,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14558,NULL,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13970,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13968,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N16954,1998,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N27152,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12924,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N16541,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N16918,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N22971,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12157,2004,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12946,1998,XE,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N14998,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N703UW,1998,US,A319-112,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N16147,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N17196,2005,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13202,2006,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N16963,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N19554,2002,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13969,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N716UW,1999,US,A319-112,Fixed Wing Multi-Engine,Turbo-Jet,AIRBUS INDUSTRIE
N29906,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N16919,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N25134,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13550,2002,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14153,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N15948,1998,XE,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N27200,2006,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N064AA,NULL,AA,,,,
N18556,2002,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13553,2002,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N17984,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11150,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N21129,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11194,2005,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14116,2002,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13133,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N15973,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N31131,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13929,1997,XE,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N14920,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14947,1998,XE,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N12921,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N15910,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13955,1998,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N15983,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14177,2005,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12934,1997,XE,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N13949,1998,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13994,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14158,2004,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N14125,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13935,1997,XE,EMB-145EP,Fixed Wing Multi-Engine,Turbo-Jet,EMBRAER
N13975,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11535,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13132,2003,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N5EXAA,NULL,AA,,,,
N11181,2005,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N15980,1999,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12564,2002,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N12201,2006,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N11536,2001,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N17185,2005,XE,EMB-145XR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
N13992,2000,XE,EMB-145LR,Fixed Wing Multi-Engine,Turbo-Fan,EMBRAER
